Date,Tweet,User,Location,Belief,Keywords_used
11/11/2020,JuddLegum SallyDeal4 He must have meant HE would never talk about it again Pence is on vacation and he is supposedly in charge of the corona task force Crickets from the White Houseaka the dump according to Trump on the raging virus,b'Lindalo62382451',b'',.,keywords
11/11/2020,really bouta stop going out amp get to this bread corona pussy poppin and aint shit fun to do anyway,b'itskokobanx',"b'Brooklyn, NY'",.,keywords
11/11/2020,He said Dropped a corona tape and didnt have corona,b'droopCBW',b'',.,keywords
11/11/2020,I wanna dress up get cute and go somewhere But Corona outside,b'Nylah_Wylah',b'Living like Larry',.,keywords
11/11/2020,I know trump is focused on rigging re election and being a cry baby But dont you think he should have a Corona task force meeting or something Lots of people are just as important as he is even though he wouldnt agree with that TheMoronIsAlmostGone,b'michaelgitter',"b'Miami Beach, FL'",.,keywords
11/11/2020,RonDeSantisFL KeishaBottoms staceyabrams instead of him coming up with a antimob still he better get this Corona virus and check before almost everybody gets it in Florida,b'DouglassWillia9',b'',.,keywords
11/11/2020,SandySue1958 JimWard85525975 Absolutely notI have had Corona and I advise you do EVERYTHING you can to avoid exposure aint worth itanyybe who advises otherwise never had itperiod,b'TerryDeangelo3',b'Philly',.,keywords
11/11/2020,khloekardashian I watched the episode where u tested positive for corona some of my friends did too Watching that last night made me remember how isolated they mustve felt I live alone and the loneliness was real during that Im glad you are feeling better,b'sheley_justin',b'Pp',.,keywords
11/11/2020,Everyone is thinking the Corona virus is the most deadly virus we are facing on a mass scale In reality it is the Trump virus It is a brain eating virus Like an amoeba but round orange and pointy in places PSA amoebas and viruses are not the same,b'malinutt10',b'Southern California',.,keywords
11/11/2020,I asked Jeremy what 8k gaming was like and he said you can see the corona virus cells,b'alexxprettyy',"b'Pittsburgh, PA'",.,keywords
11/11/2020,Wow Biden won and the Corona Virus is still a thing,b'thamemeweaver',"b'Hoodsport, Washington, USA'",.,keywords
11/11/2020,Happy Veterans Day to our soldiers both past and present We owe you our thanks but more than that we owe you our freedomveteransday2020 Corona California,b'mrusc96',"b'Corona, United States'",.,keywords
11/11/2020,I call myself tryna get up and wash dishes and corona sat my big ass down quick,b'RTAHisFace_',"b'Cleveland, OH'",.,keywords
11/11/2020,alexanderchee likaluca soIm supposing well get a flu and corona shot each year because Im not quite ready to die,b'infocollector',"b'\xc3\x9cT: 26.705642,-80.060027'",.,keywords
11/11/2020,Meet the two scientists who developed the Corona vaccine Dr Ugur Sahin and his wife Dr Ozlem TureciIts the irony of all ironies that a presidency that started his term with a Muslim ban ends it with two Muslims saving America amp the world,b'ialhusseini',"b'Los Angeles, CA'",.,keywords
11/11/2020,Meet the two scientists who developed the Corona vaccine Dr Ugur Sahin and his wife Dr Ozlem TureciSince America isnt welcoming to Muslims it was developed in Germany I wonder how many geniuses we lose every day to other countries because of Trump,b'ialhusseini',"b'Los Angeles, CA'",.,keywords
11/11/2020,Since Ive tested positive for corona Id like to let it be known I will cough in a jar and send it to you for 20,b'iAm_Seth64',"b'Colorado Springs, CO'",.,keywords
11/11/2020,in the back yard tying down my fire pit and patio furnitureme well if corona didnt take me out this year maybe itll be eta,b'sydneybocik',b'probably at chipotle',.,keywords
11/11/2020,The hospital situation is nuts here If we dont move to red today I will personally go find Mertz On another note Im thankful my family and I had corona when we did when the hospitals werent overwhelmed,b'ShelbyGray_',"b'New Paris, IN'",.,keywords
11/11/2020,PlaygirlBabydol No thats okay it is an outrage He did this to us He ignored this Virus and didnt care about any of us to protect us sooner Look his people including himself getting Corona and passing it to others Not a care in the world of who gets it People are dying from it,b'sherryfit4life',"b'Boston, MA'",.,keywords
11/11/2020,MitchManningJr seanhannity Oh sure let the bigots xenophobes and the murderers of millions of Corona deaths set the agenda,b'StatesPro',b'',.,keywords
11/11/2020,vstrader svk1747 OpIndiacom ndtv thakkarsameet Ok I dont remember the Corona coverage I do think Arnab was convinced of his stand in the SSR case I dont approve of him giving platform to attention seekers but his broader coverage showed glaring loopholes in the original investigation Where is hate and propaganda here,b'sambapatnaik',"b'San Francisco, CA'",.,keywords
11/11/2020,iamvjadams This 2020 is a whole new experience for me as In I dont even know what to belive in any more the devil is even looking more consistent than humans smhLeaders acting like they came from the pits of hell same room as Corona whats the difference between our leaders and covid,b'covik19birus',b'\xc3\x9cT:Leavenworth ',.,keywords
11/11/2020,Yall dont know the 56 incubation day to test positive for corona and it shows,b'BuoyKarina',b'',.,keywords
11/11/2020,Hmmm trumps been president for how long and corona has been here for how long And theyre now barely sending out an alert stating its increase,b'carlosthegemini',b'wilmington california',.,keywords
11/11/2020,realDonaldTrump What are you doing to combat the Corona Virus You lied and almost 250000 Americans have died,b'altakaker',b'',.,keywords
11/11/2020,I LOVE THIS GOVERNOR SHE IS THE ONLY GOVERNOR WHO DID NOT CAVE TO THE CORONA HOAX AND SHUT DOWN HER STATE LET ME REPEAT SHE IS IS THE ONLY ONE balls,b'GaddisKristie',b'',.,keywords
11/11/2020,FoxNews FOX News called the Corona Virus a hoax and is partly to blame for 1000s of deaths,b'macattack_mr',b'Virginia',.,keywords
11/11/2020,ngl I havent been to target in soo long mainly cause Im always doing hw or working oh and also cause corona still exists but damn I miss my target runs,b'Crisnayanethh',"b'Fredericksburg, VA'",.,keywords
11/11/2020,WeLikeIkeAgain Same when I was debating the 5G towers cause Corona people and the earth is flat people I would get angry at the ridiculousness of their logic and what they thought was a point their way Lol,b'Supernova_tash',"b'Twerking, Georgia'",.,keywords
11/11/2020,ChristinaEnaa be safe babe there is a corona virus outbreak Stay safe wear your mask and disposable gloves if you have them I need my friends and fam SAFE,b'CaQueenGreen',b'Bay Area\xe2\x9c\x88\xef\xb8\x8f LA',.,keywords
11/11/2020,HuggableHipster this is crazy cuz i see the people in the metro wesring axtual gas masks to change there filters and woth corona virus shit i say to myself is this going to be forever wearimg masks with filters,b'THEMOPOLOGIST1',"b'Elizabeth, NJ'",.,keywords
11/11/2020,This week I had work in San Francisco corona 3 separate projects in Hollywood and now were in El Paso and on to Houston tomorrow If my team can help me hold this shit down I think all of us are going to eat good in 2021,b'DanConWC',b'Making Moves',.,keywords
11/11/2020,VP why not Your corona task force was such a smashing success You deserve it How about you be a man and congratulate JoeBiden on his epic victory,b'ImGumby17',"b'Oak Lawn, IL'",.,keywords
11/11/2020,the beginning of this year was my downfall of them all it takes strength and self realization to get back and push through i lost myself and friends but it was needed give urself credit tho ever since i embarked on this path im on now since corona ive NEVER been happier,b'bryan_christin',"b'Texas, USA'",.,keywords
11/11/2020,Industrial belt states of America must control spread of corona virus Otherwise the disease is getting worse and out of control I pray everyday for recovery of all citizens who are unfortunate and have caught the virus,b'rukhsana3',b'Cordova Tn',.,keywords
11/11/2020,Watching old school Law amp Order and theyre complaining about corona,b'KyCocaineBear',"b'Louisville, KY'",.,keywords
11/11/2020,realDonaldTrump 100000 new Corona cases 4 days straight All on your watch And you do nothing,b'partooza',"b'Kalmia Point,Dayton MD'",.,keywords
11/11/2020,realDonaldTrump Dude people are more concerned about roof over their headfood on table monthly Bills and the biggie corona virus You however are obsessed with making people who went against your loyalty rule to be slammed and crushed You have issues mr president,b'Bigperm51504777',b'',.,keywords
11/11/2020,Girls RMHSVolleyball drops the final set to Corona The season has come to and end Thank you to the seniors who worked hard to help set the standard for teams to come FutureIsBright GoLions,b'RMAthletics',"b'Mesa, AZ'",.,keywords
11/11/2020,2020 amp corona is goofy as fuck this the safety precaution for all them deaths lmao and yet we all doin other shit wit people we close to like corona aint a thing lmao,b'alenkajtezovic',"b'Los Angeles, CA'",.,keywords
11/11/2020,In my opinion we need to get used to live with coronavirus until vaccine is distributed to the population Our grandparents lived during WWII They worked they even had concerts on the field and towns dinners It means we can live with corona too Corona is better than war,b'twright55',b'',.,keywords
11/11/2020,My classmate spilled her coffee on herself and her mask My professor says Do you need another mask I have some that havent been touched by human hands Not are you okay did it burn you In other words DONT GIVE ME CORONA HUSSY WearAMask,b'RonaldSicklesJr',"b'Nashville, TN'",.,keywords
11/11/2020,oh and the way corona cases are still going up in Cali by the thousands just stop partying and wear a mask and STAY HOME you really can miss those parties and save yourself literally,b'sereenaam',b'909',.,keywords
11/10/2020,hetserprine I have corona and I eat ass on Wednesdays maybe we are meant to be friends here,b'RTAHisFace_',"b'Cleveland, OH'",.,keywords
11/10/2020,DanPurdy322 My favorite is Donny hasnt hurt anyone because he hasnt had time to The families of about 250K Corona casualties might disagree or separated immigrant families or your gay bros and sisters I can go on,b'DaClementMusic',b'NYC mostly',.,keywords
11/10/2020,The university and the students That contract you mean How many times has it been broken Seems They are getting to much leeway The pre med Halloween party was a hit But corona now becomes more deadly and contagious at 1201am for bars Come on,b'syracusenytaxi',"b'Syracuse, NY'",.,keywords
11/10/2020,Birdshit20 KamalaHarris JoeBiden You dont get to determine what is important and what isnt for other people In fact my comment about gun control isnt my main focus I was social distancing at the business I own in January as a precaution because I knew the seriousness of corona so go drama somewhere else,b'vietbond',b'',.,keywords
11/10/2020,And corona dragging yall back home,b'MisterKool_',"b'Florida, USA'",.,keywords
11/10/2020,AampM gets ranked in the top 5 has a favorable schedule playing amazing And then Corona gets us,b'PWhat19',b'San Antonio/Odem',.,keywords
11/10/2020,Shaping up to be a Masters weekend But knowing 2020 every golfer and caddy will be forced into quarantine Thursday morning because a rabid corona squirrel got loose on the course,b'BamaJD',"b'Montgomery, AL'",.,keywords
11/10/2020,MNCRIME There more focused on corona spread and protesting Important things right,b'Stealrsnation',"b'Fargo, ND'",.,keywords
11/10/2020,SenRonJohnson HEY SCUMBAG RON JOHSON 239000 DEAD AMERICANS on Trumps and Youre Watch will Disagree with you COVID19 CORONA VIRUS The Great GOP Failure of 20202021 when its hopefully under control,b'FULLLTOY1',b'Anaheim California',.,keywords
11/10/2020,RavenK Like I wished that man got corona back in March Instead of Forrest Gump and my shit was fine,b'Dezusss_',"b'Edgewood, MD'",.,keywords
11/10/2020,chuerta1 MedicVet68 Thats your opinion Frankly everyday I cant go out because of Corona and when family members have it I become furious Then to think the Trump supporters thought so little of the rest of us they broke all the safety precautions Im supposed to be OK with this,b'lizzyaakempa',"b'Alderwood Manor, WA'",.,keywords
11/10/2020,After much deliberation and a deep analytical dive into historical trends we have the following potentially controversial rankings from House Feld1 Corona Light Glass bottle only2 Founders All Day IPA3 Hell or High Watermelon,b'bfeldo',"b'Philadelphia, PA'",.,keywords
11/10/2020,MaryMargOlohan DailyCaller Of course how about cross referencing the recent deaths caused by China to the voters recently tallied in the national election Do you believe China influenced the election with the Corona Virus let lose by China and Bidens son influence with Chineese money,b'JaspersGateway',"b'Michigan, USA'",.,keywords
11/10/2020,if you had or have corona and you havent quarantined fuck you,b'miakong_',b'new jersey',.,keywords
11/10/2020,For the next 71 days I think it is best for us all to buckle up for a wild ride in regards to the crazy chaotic and unprofessional transition from realDonaldTrump to JoeBidenNot to mention the Corona Virus Pandemic that is raging will likely go unchecked or cared about,b'UMADBRO2587',"b'Washington, USA'",.,keywords
11/10/2020,Corona and the election got him stressed he headed to a dick appointment,b'DeelanRH',b'#freepalestine ',.,keywords
11/10/2020,RampCapitalLLC ProjectLincoln TwitterSafety This is what zerohedge got suspended for when they posted the name and professional contact info of a top scientist at the Wuhan lab in the early days of Corona Back then any narrative outside of infectious bats was LIES,b'secretw10780798',b'',.,keywords
11/10/2020,And maybe Natural Selection will reduce their numbers the next time they think about pledging allegiance to their Fhrer Luck in the Time of Corona with apologies to Gabriel Garca Mrquez,b'bigio_m',"b'Sunrise, FL'",.,keywords
11/10/2020,And the representative on the phone just had the nerve to tell me im just gonna have to purchase another 800 device AppleSupport on my way to your store now watch them not let me in because of corona so its just straight up thieving Apple,b'dollyzays',b'',.,keywords
11/10/2020,From coin bag to weed bag and now Corona mask,b'Patrickramsey28',"b'Wichita, KS'",.,keywords
11/10/2020,Lmao Corona Is In The Fucking Way Its So Hard To Do Shit These Days And Thats Annoying Asf,b'PrinceNzuri',"b'Detroit, MI'",.,keywords
11/10/2020,altcap Dear Brad This week liberal Denmark announced the Killing of ALL 15Million Minks due to mutated Corona which is not effected by ANTIBODIES or the NEW VACCINES ISRAEL reported 3 Possible cases and all Europe closed because of this secret Does PFE Vaccine work,b'shmulka',b'WEST PALM BEACH',.,keywords
11/10/2020,Yesterdays outdoor Meet amp Greet at Gorman Playground in EastElmhurst was great Wonderful to meet with so many neighbors Special love to my former intern and guerrerx greciamagdaleno for coming through If you live in Corona come by today at noon now and say hello,b'votejgr',"b'Jackson Heights, Queens'",.,keywords
11/10/2020,If Trump spent as much energy on containing the Corona virus and supporting the economy as he is on fighting his election loss this country would be in a much better place and he may not have had to deal with this outcome It was too hard for him He failed when we needed a win,b'BlueDog58156037',b'',.,keywords
11/10/2020,But someone on my feed posted about people celebrating our president elect some people unmasked and they were going on about is corona even realbut when Trump supporters went to rallies unmasked it wasnt an issue So uh Why werent you saying then,b'_TanNat',b'\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',.,keywords
11/10/2020,Yo I remember talking crazy about people whos birthday was in March April May saying they gonna have Corona birthdays and all that lol Here we are 12 days from my birthday anddddddd Im having a Corona Birthday,b'3ArtisDarnell',b'Depends When You Ask\xf0\x9f\x8f\x80\xe2\x9c\x88\xef\xb8\x8f',.,keywords
11/10/2020,Corona virus count went up to 125 thousand yesterday in USA It is very alarming The count is about 7 thousand today at 1018 AM Let us pray and bring good news for a dramatically lowered count,b'rukhsana3',b'Cordova Tn',.,keywords
11/10/2020,As Im leaving for work my 4yo daughter tugged at my government issued ID and askedwas this taken before the corona virusHug your kids well get over this,b'tonatiuh100',"b'Not Mordor, but close to W.H.'",.,keywords
11/10/2020,Westbound sidewalk behind the muni tunnel littered with garbage filth and human excrement Corona Heights D8,b'PoopScoopSF',"b'San Francisco, CA'",.,keywords
11/10/2020,marklevinshow LIAR I WILL PUT IT IN CAPS Largest three day spike your fearless leader golfed Yep he cares about corona and a vaccine,b'PaulPet97876491',b'',.,keywords
11/10/2020,tedcruz Liar Liar Corona is not cured People are dropping like flies while Nero and you fiddle,b'biloxichoctaw',b'biloxi ',.,keywords
11/10/2020,Correct me if Im wrong but corona has made me realize that women are more nasty than a nigga could every beyeoooo only fans stock has gone up 1500 percent in 10 months look bitchhhhhh I know yall need some promo and management lmao for a small non refundable fee,b'Megatronmatt_',"b'South Central Los Angeles, CA'",.,keywords
11/10/2020,padenpur joy31608 God they all just look really smart Werent the My Pillow Guy the Goya foods guy and Lou Holtz on the Trump Corona Dream Team,b'PhilipJohnReyn1',"b'Ashland, Virginia'",.,keywords
11/10/2020,PHXTraffic Our crews are actively working to repair a water main break at Central Ave and Broadway Rd Central Ave is closed in both directions from Broadway Rd Corona Ave Please plan ahead and use an alternate route Thank you for your patience,b'PHXWater',"b'Phoenix, AZ'",.,keywords
11/10/2020,marklevinshow Joe had nothing to do with the Corona Virus spreading to more than 10 MILLION AMERICANS1 JOE did not lie about this virus2 JOE did not downplay the severity of this virus3 JOE did not mock amp ridicule people for wearing masks and social distancing Trump DID,b'MSVSOPxx',"b'Illinois, USA'",.,keywords
11/10/2020,realDonaldTrump marklevinshow They mailed ballots its Corona and they can recount and you still gonna lose,b'Natalie35451630',"b'Houston, TX'",.,keywords
11/10/2020,PLEASE watch this 4 minute videoOur FIRST MILLION cases took us 100 DAYS to get to And our LAST MILLION cases took us JUST 8 DAYS to get toCoronaVirusUpdates Covid Corona CoronavirusPandemic Covid19,b'debfene',b'St Louis ',.,keywords
11/10/2020,BrianKempGA Wait are you the guy who opened your state early and a slew of people got corona,b'LawrieLou13',b'',.,keywords
11/10/2020,RCsnailmail Hmm Mine is a Corona 4 and very hard to find replacement spools so I bought one similar to what you have and respooled myself Wondering if I just got a bad ribbon See how mine is spotty,b'stefanienorlin',"b'Grosse Pointe Woods, MI'",.,keywords
11/10/2020,College is when your 8 year wife gets corona from devil worshiping fraternitys and they try to cover it up with 2 trillion mask,b'MegaboyBoy',"b'Santa Maria, CA'",.,keywords
11/10/2020,ChiuHeather he lied and screwed up rhe Corona response from day one,b'watergatesummer',b'nyc',.,keywords
11/10/2020,I know demand is obviously high for new consoles and corona virus is a thing but honestly why are companies so bad at releasing them Its been 20 years,b'st1tchedup21',b'Fredericksburg',.,keywords
11/10/2020,Hoddies arrived Zip up with corona logo and pull over with the original logo Available on SX S M L XL amp XXL aburayaoakland Aburaya Japanese Fried Chicken,b'ABURAYAOAKLAND',"b'Oakland, California'",.,keywords
11/10/2020,IncreaseMyT EmergencyDocTX The Antonine Plague was not 3rd Century It was the 2nd Century 3rd century plague was the Cyprian Plague named after a bishop or something like that who wrote and remarked that it seemed it was the end of civilization Both are completely different types of virus from corona,b'benabo',b'On the move... usually Florida',.,keywords
11/10/2020,MorraPerriadora Ehhhh were doing what we can with what we got we got hit hard with injuries and corona so considering the circumstances Id say we still may pull off 86,b'Prodikal_son',"b'St. Louis, Missouri'",.,keywords
11/10/2020,realDonaldTrump USFDA You havent been attending the Corona virus meetings and you want to take credit for this,b'pinkbeeatrize',b'United States',.,keywords
11/10/2020,Its a shame that people like me can get up every morning at 400 am and go to Lowes to work with the public putting myself at risk for the corona virus and it doesnt matter of we sale face mask or medical supplies we are told quote unquote,b'PeggySueHuckaby',"b'Spindale, NC'",.,keywords
11/10/2020,Some wise men invested their savings into the stock market when corona hit and its paying off beautifully rn,b'Dont4Get2Tip',b'Houseparty',.,keywords
11/10/2020,And some people are wondering why Trump wasnt reelected It used to be the economy but now its the Corona Virus stupid He didnt listen nor did he learn when he and his staff got sick,b'jenji',"b'Denver, CO'",.,keywords
11/10/2020,convinced i got corona at some point because ive been smoking since freshman year and ever since this pandemic ive had weak bitch lungs,b'reaIhotgirl',b'san diego',.,keywords
11/10/2020,kayleighmcenany JoeBiden That one is tiny compared to Trump rallies in soooo many cities and what is happening to those cities now they have a large amount of corona virus cases,b'Treesaw662',b'',.,keywords
11/10/2020,Ok guys I think we are all relieved a little bit that there is a progress on vaccine and our lives will get much better if the news stands And vaccine will be on the market soon I got flu shot and will definitely will consider corona vaccine Just because for my husband,b'twright55',b'',.,keywords
11/10/2020,i have concluded that my chest hurting is Simply because of anxiety and not corona so,b'onmykneecap',b'eroda ',.,keywords
11/10/2020,JohnCornyn put down the Corona Step up and be the Texan you need to be mjhegar would have taken care of things by now,b'KileyInWTexas',"b'Andrews, TX'",.,keywords
11/10/2020,umru honestly if i had to say id say new chapter which we usually feel somewhat at daylight savingz but this year it was like yea AND ITS THIS FUCKIN YEAR SO THE NEW PAGE NEW CHAPTER THING IS LIKE YEA AND CORONA,b'nickneutronz',"b'New York, NY'",.,keywords
11/10/2020,CoachYac Governor Newsom is very nice and used sober view on the news about the Corona Virus,b'Crai04541964',"b'San Francisco, CA'",.,keywords
11/10/2020,sharaya theyre about to hit me with a cheesy corona crunch and a side of hepatitis delights I already know,b'McDarnit',b'Ypsi',.,keywords
11/10/2020,RachelSL inagarten Its just a chicken this time I wanted to see how I liked this process and flavor Ive washed my hands 1000 times in the kitchen Totally un corona related,b'writerly203',b'',.,keywords
11/10/2020,Biden still touts he wants to fight Corona Virus probably challenging it to a pushup contest on the same mf day Pfizer releases insanely successful stats for their vaccine A vaccine developed and requested by TrumpWhat a baffoon,b'JimmyXJames',"b'Idaho, USA'",.,keywords
11/09/2020,KyIieReese AP4Liberty People post about the tree of liberty let me tell you this You have no fucking idea what that entails How much blood do you want spilled and lives lost The numbers would be in the 100s of thousands Corona wouldnt hold a candle to the total loss of life,b'KaReC_8',"b'Virginia, USA'",.,keywords
11/09/2020,I really think once biden enters office and the corona virus keeps increasing then hes gonna shut everything down again,b'Alexisssss_e',"b'Philadelphia, PA'",.,keywords
