Date,Tweet,User,Location,Belief,Keywords_used 
11/14/2020,This is my therapy folks My bliss Be and stay blessed Be safe in times of COVID19 Right Back Round Again by Brian Blade from SoundHound,b'mbvukutaphiri',"b'Davis, California, USA'",.,keywords
11/14/2020,The Eagles have elevated CB Michael Jacquet and TE Caleb Wilson from the practice squad to the active rosterThey also elevated DT TY McGill from the practice squad as COVID19 replacement,b'mike_e_kaye',b'New Jersey / Philadelphia',.,keywords
11/14/2020,Cuomo should be arrested and charged for manslaughter for the many that died because he ordered covid19 patients into nursing homes,b'cicero6969',b'Western USA',.,keywords
11/14/2020,my brain is foggy Like I smoked 9 blunts to the face every time I have more than one thing to do This has been directly connected to me getting Covid 19 at age 25 I have permanent side effects Wear a fucking mask Be better Dont kill your dad And fuck off,b'hebrewhustla',"b'San Luis Obispo, CA'",.,keywords
11/14/2020,Covid19 won 2020 and realDonaldTrump already has conceded to it Godspeed America,b'cchaves77',b'United States',.,keywords
11/14/2020,6th Boys Jefferson Feeder 6th and Louisville Magic 6th tied 00 no game due to covid19 exposurebball,b'MBT_Tournaments',"b'Louisville, KY'",.,keywords
11/14/2020,I am sorry if you constantly see me Tweet my Covid19 experience repeatedly Ive honestly gotten people to completely change their tune after Ive shared This is my magic power right now and Im going to use it COVID19 StayHome pandemic coronavirus,b'nicoleintrovert',"b'Richmond, VA '",.,keywords
11/14/2020,DBenefiel Agree politicizing covid 19 is dumb and counterproductive I see Dems doing dumb things too but why conservatives refuse to wear masks or even acknowledge we are in a pandemic is beyond me,b'petergreb',"b'Seattle,WA'",.,keywords
11/14/2020,realDonaldTrump NYGovCuomo Mr President In this war on Covid19 your lack of national plan failure to abide by and follow lead by example the advice of your scientific leaders is an unforgivable failure of your leadership how many lives have you cost enjoy your round of golf this Afternoon,b'RickAll59612429',"b'Wisconsin, USA'",.,keywords
11/14/2020,Verizon is killing me financially After having work shut down getting Covid19 and being in an isolation facility I had to borrow money to pay my last bill Now they immediately want more Tried VerizonSupport they dont care What provider should I switch to COVID19,b'realPhilMiles',"b'Asheville, NC'",.,keywords
11/14/2020,This aligns with many stories I have heard from friends and family who are healthcare workers Please consider what you can do to arrest the spread of COVID19 in your community Recommit to practices that held us through the first wave AllTogetherNM,b'bachbanter',"b'Las Cruces, NM'",.,keywords
11/14/2020,The most precious resource the US healthcare system has in the struggle against COVID19 isnt some miracle drug Its the expertise of its healthcare workersand they are exhausted,b'Mark_Sheridan',"b'Somerville, MA'",.,keywords
11/14/2020,The most precious resource the US healthcare system has in the struggle against COVID19 isnt some miracle drug Its the expertise of its healthcare workersand they are exhausted,b'bachbanter',"b'Las Cruces, NM'",.,keywords
11/14/2020,thomaskaine5 Im a Democrat living in a small rural deeply red town in Texas Have you seen our COVID19 numbers We LEAD the nationMask wearing They laugh They ALL think theyre 10 feet tall and bulletproof Along w their deposed leader Lady Karma will lead them to the grave,b'mmerdude',"b'Junction, TX'",.,keywords
11/14/2020,EmbersDad JeffersonPark22 GovPritzker Also if the government provided stimulus checks and suspended rent and mortgage payments during a lockdown it would alleviate the stress on us The COVID19 virus doesnt care about free markets or political ideologies The virus has theupper hand,b'LauraDurnell',"b'Chicago, IL'",.,keywords
11/14/2020,When we begin planning for emergency staffing to prevent potential fire station closures or delayed response due to Covid19 the situation just became real My hope is this doesnt become a reality and we will continue to maintain service without interruption COVID19,b'Michael_Pruitt1',"b'Bargersville, IN'",.,keywords
11/14/2020,Ive met four people that have tested positive for Covid 19 and are healthy and thriving GodisGreat,b'ferndro24',"b'Reedley, CA'",.,keywords
11/14/2020,Again Trump never did anything on a federal level to try and slow the spread of COVID19,b'SteenrodJacob',"b'Murray City, OH'",.,keywords
11/14/2020,In the last three days I have ran a 3k PR of 9238 And a mile PR of 43768 Its all about trusting the process Even though COVID19 kept us from racing other schools the mount still made this my best semester ever silenthunter runhappy runmore,b'AndrewJacks0n79',b'',.,keywords
11/14/2020,Agreed Everyone Dems and GOP should talk the talk and walk the walk Shared sacrifice is necessary in the war against COVID19 Shame on everyone who doesnt,b'SommarugaMark',"b'Avon, CT'",.,keywords
11/14/2020,Why is Africa handling COVID19 so wellvitamin Dlack of proinflammitory seed oils and processed garbage foodlow population density We can absolutely fix the first two here So whats stopping us,b'NathanWRyan',b'United States',.,keywords
11/14/2020,Despite the technology care remains fragmented Need to make access and care delivery seamlessly merged with the EMR Clinician experience is as important ahmsolmd rahatheart1In a postor protracted COVID world patient experience will be crucial,b'JagSinghMD',"b'Beacon Hill, Boston'",.,keywords
11/14/2020,Breaking NewsSquirrels are now carriers of Covid 19 and it all started from the one here seen eating an eggroll,b'franch_ise',b'USA',.,keywords
11/14/2020,EmSeels bnuckols morethanmySLE JoyAnnReid In patients with pneumonia and advanced infection Important work still preliminary but not an argument that Covid 19 is a magic virus,b'gregladen',b'Minneapolis',.,keywords
11/14/2020,I cant wait for NY States positivity rate to equal the number of Jets and Giants wins We can do it NY Cuomo coronavirus COVID19,b'evanshumeyko',"b'\xc3\x9cT: 40.765493,-74.021446'",.,keywords
11/14/2020,tv6tnt Missing delightful Diwali lights amp celebrations in my birthplace fabulous Felicity in sweet TrinidadandTobago Nonetheless a post COVID19 world beckons and the light and love of Deepavali shall light in all of us creating a better tomorrow shubhdiwali2020,b'deodat_maharaj',b'Trinidad and Tobago',.,keywords
11/14/2020,Sound on Our NorristownASD ENMSPrincipal students had SO much fun creating Mad Libs this week We love finding new socially distant activities to share with them and hearing their laughter during these stressful times loveinthetimeofcorona COVID19,b'project_lbrtd',"b'Phoenixville, PA'",.,keywords
11/14/2020,Does anyone else have COVID19 nightmares Mine are ratcheting up In them Im around a bunch of people and realize Im not wearing a mask and neither is anyone else Last night I was at a convention at a hotel One good thing AnnaKendrick47 wanted to hang,b'reaculwell',"b'Walla Walla, WA'",.,keywords
11/14/2020,COVID19 is starting 2 cramp my style even more I have fibro chronic pain neuropathy in feet and fingers and I am in constant pain To get into a doctor it takes about six weeks to have a treatment done it takes six weeks after that this is hard on me physically amp mentally,b'Cancun1960',"b'Marshall, MN'",.,keywords
11/14/2020,Covid 19 guidelines for masks well intended but flawed Masks are a lay scam and science now shows 100 ineffective and dangerous contributor to spread The virus parasite passes through around unabated STOP MASK USE EMERENTLY,b'DavidLa54370799',b'',.,keywords
11/14/2020,And here we are Same day as the Million MAGAt March A quarter million Americans are dead of COVID19,b'BuzzFoster',"b'New Mexico, USA'",.,keywords
11/14/2020,Leana Wen a physician and the former Health Commissioner for the City of Baltimore says Maskwearing allows you to do things If everyone wears a mask it will keep transmission low allowing businesses and schools to stay open COVID19 MaskUp,b'JillHF_AFSP',b'',.,keywords
11/14/2020,AP4Liberty nypost Its amazing Fauci has never run for any office yet he controls our entire country And people call realDonaldTrump the dictator COVID19 controlthenarrative,b'CJheartart',"b'Carthage, MO'",.,keywords
11/14/2020,JackPosobiec There has been a lot of corruption and politicisation of intelligence They failed completely on 911 and no heads rolled They failed on Iraq They failed on Syria They failed on Covid19 and still provide no answers Trump in a second term will fire them,b'RandFanshier',b'',.,keywords
11/14/2020,COVID19 threatens to overwhelm care providers Masking hygiene social distance and self care are still our best weapons against the virus Lets protect our healthcare workers so they can continue to serve those in need as always,b'cityofcape',"b'Cape Girardeau, MO - USA'",.,keywords
11/14/2020,Today Commissioner AdrianGarciaHTX is at Galena Park Library with hcphtx to share with public about the availability of free COVID19 testing in the area With the holidays coming up its also important to remember to take precautions and avoid holding large gatherings,b'HarrisCoPct2',"b'Harris County, TX'",.,keywords
11/14/2020,realDonaldTrump Hey I just dont understand why you dont think about anyone but yourself I think that you are an arrogant idiot loser and I hope that you are happy with the fact that you infected the 130 secret service with the Covid19 virus go to hey,b'banning_ed',"b'Connecticut, USA'",.,keywords
11/14/2020,Thankyou for your serviceNOTE that Trump Pence Daines Gianforte and some Montana county commissioners are actively selfish regarding this epidemicAnd some maliciously selfish people put out social media misinforming all social classes about SARSCoV2 and Covid19 Ugh,b'BWilliamsMont',b'',.,keywords
11/14/2020,The explosion of Covid19 right now was avoidable The early and continued arrogance the promotion of recklessness the suggestion of its non seriousness really is criminal And no announcement of a potential vaccine can absolve those responsible and who promoted FoxNews,b'ChipFelkel',"b""N 34\xc2\xb048' 0'' / W 82\xc2\xb013' 0''""",.,keywords
11/14/2020,BeckyArnett7 realDonaldTrump NYGovCuomo It is not false the blues need to quit playing with lifes and put the political bs aside and work together before it get way later and more people pass away from this horrible Covid19,b'PeterScheier2',b'',.,keywords
11/14/2020,SBartle247 Stop blaming BYU and start blaming the PAC12 I mean the PAC12 is already blaming themselves so,b'ac_hutchens',"b'Salt Lake City, UT'",.,keywords
11/14/2020,MI COVID Alert wasdeveloped by Apple andGoogle Gordon said and isanonymous It does not share names of those who have gotten positive COVID19 test results or people whove been in contact with confirmed coronavirus cases,b'rahulmitra',"b'Detroit,MI'",.,keywords
11/14/2020,Support your local journalists now more than ever 2020 might be the year of news but there are journalists who have lost their jobs and source of income due to the current economic state of our country caused by COVID19 So please wear a mask and be kind,b'clairebenson_',"b'Iowa City, IA'",.,keywords
11/14/2020,Professional athletes have been tested daily college athletes coaches have been tested daily for COVID19 If we want public institutions to be kept open we must provide the same resources Schools are essential and AZ needs a plan dougducey,b'BekahY13',b'',.,keywords
11/14/2020,Be safe and responsible out there people and if you have any doubt go and get tested COVID19,b'VMA121774',b'San Antonio tx ',.,keywords
11/14/2020,The numbers of US deaths from COVID19 so far is equal to35 fullypacked Superdomes825 packed flights on a Boeing 777112 Titantic ships The entire city of OrlandoThe entire cities of Charleston SC and Pasedena CAWearAMask coronavirus,b'MaliniGuptaMD',"b'Memphis, TN'",.,keywords
11/14/2020,CoachKern Its your poll of course But I think its missing Have you been in quarantine because of exposure and Do you know someone who has had Covid19 Id answer several to the latter question even though I have tested negative for the virus myself thus far,b'SSpiehs',"b'Grand Island, Nebraska'",.,keywords
11/14/2020,cleebennett edyong209 meganranney chooek The most precious resource the US healthcare system has in the struggle against COVID19 isnt some miracle drug Its the expertise of its healthcare workersand they are exhausted MedTwitter EmergencyMedicine emresidents frontlines physicians,b'CFCCovid',"b'New York, NY'",.,keywords
11/14/2020,realDonaldTrump Seriously can you reroute your efforts and work to battling COVID 19,b'I_D_AAAAAA',b' \xe2\x9c\x88 Bay Area ',.,keywords
11/14/2020,Pack everything and I mine everything in that White House clean and disinfect and get the COVID19 people in there to Time get cleaning crew in there,b'ladyg2021',b'atlanta ',.,keywords
11/14/2020,COVID19 is hitting the Minnesota fire service Plato is the first department to go offline due to staffing challenges I fear it wont be the last Please take the appropriate precautions to protect your staff and your community,b'TJohnCunningham',b'Minnesota',.,keywords
11/14/2020,SRuhle And for those who havent noticed No this President wasnt able to Alternate Reality COVID19 away People are Dying Hes GolfingrealDonaldTrump GOP Enablers,b'bill44077',"b'\xc3\x9cT: 41.5430021,-81.5055725'",.,keywords
11/14/2020,Diseases and pandemics like COVID19 have devastated human populations but theyve also inspired social upheaval and innovations systemsthinking innovation ruralinnovation,b'PagosaInnovates',"b'Pagosa Springs, CO'",.,keywords
11/14/2020,squirrelfromMS I agree what that But if you think Covid19 is fake and merely the Flu or that Inoculations are unsafe it seems such a person would not even get in line to take it,b'Augustagj1',"b'Nashville, TN'",.,keywords
11/14/2020,Every day I am learning of more friends with a COVID19 diagnosis Glad you are now home recovering NickZerwas This is a serious illness and I urge my friends and family to do whatever they can to protect themselves and others,b'TJohnCunningham',b'Minnesota',.,keywords
11/14/2020,Rewinding on a few Memphis basketball stories from this week How COVID will change opening day Roster versatility is a twoheaded snake What Penny said on player eligibility health and scheduling,b'danielle_lerner',b'SJ-CoMo-Louisville-Memphis',.,keywords
11/14/2020,charliekirk11 The reason we didnt go to Biden campaigns is because theres a COVID19 pandemic and were being responsible We voted responsibility for the candidate whos taking his responsibilities seriously Thats why Biden won Because Intelligence and Respect mean something,b'andyanthony5',"b'Chico, CA'",.,keywords
11/14/2020,The Gallery will be closed to visitors Nov 1630 due to State mandated Covid19 reset restrictions We remain available online by email and phone,b'Monroegallery',"b'Santa Fe, NM, USA'",.,keywords
11/14/2020,JoeBiden Thank you Mr Biden for taking on the monumental task of Covid 19 division of people unemployment poor economy climate change homelessness hunger and fear and finally systemic racism These are not problems to be solved overnight They may take more than 4 yrs Bless you,b'JanShel97306676',b'',.,keywords
11/14/2020,LizWheeler Slightly is doing an enormous lift in this sentence COVID19 is more contagious more people get it and over 2x death rate Since December 2019 COVID19 has killed more people in the US than influenza has in the last fiveyears,b'theCara',"b'San Francisco, CA'",.,keywords
11/14/2020,GOPChairwoman realDonaldTrump Just think how much better our COVID19 situation would be if Crooked Donald did not undermine the medical community and I actually wore a mask earlier or later on at his SuperSpreader rallies,b'andy_mccormac',"b'Marina del Rey, CA'",.,keywords
11/14/2020,JuliaManhattan jonathanmiller It has been a mix here too but mostly full appraisals We follow strict protocols and customers are grateful and accommodating essentialworkers COVID19,b'noble1_lori',"b'Wild Wonderful, WV'",.,keywords
11/14/2020,Anybody else getting multiple emails about doing a COVID19 clinical trial I love to volunteer and 1220 is tempting but I think Im going to have to pass,b'NateGalloway',"b'Marietta, GA'",.,keywords
11/14/2020,ChrisVanHollen 1000000 MAGA March Piss off with your Coronavirus hoax Im sure the President got them some DayQuil and a Sprite like everyone else with Covid 19,b'RaidersHLP',b'Navarre Beach Florida',.,keywords
11/14/2020,edpublicpolicy EPPLCCHAT A1 Q3 At the onset of COVID19 I like many educators shifted to online teaching Online and hybrid teaching will allow districts schools amp educators to expand our course offerings beyond what schools have traditionally offered OHschoolboards ColsCitySchools,b'DrTinaPierce',"b'Columbus, OH'",.,keywords
11/14/2020,The sheer joy of waking up two days in a row with my vitality finally intact and being 22 pounds lighter doesnt hurt either GTFOH Covid19 and Donald J Trump haha and dont ever come back dontbreatheonme,b'dstarpro',b'All along the watchtower.',.,keywords
11/14/2020,The aahpmoco is excited to announce that the AAHP COVID19 Response testing has begun Topreregister for the free testing please visit our website at for a list of dates and locations Dont Stress Take the Test,b'JessBerrellez',"b'Gaithersburg, MD'",.,keywords
11/14/2020,JasonKraft LynnIsOverIt AZBethLewis And yet you provide no evidence,b'eturleye',"b'Arizona, USA'",.,keywords
11/14/2020,pskonez1 Heres a good person to follow re Covid19 We can revisit in mid or late Dec and see if hes being alarmist re hospitals Maybe Trump is following the right path by downplaying the current crisis saying nothing about holiday travel for example and just focusing on the vaccine,b'gedawei',"b'Santa Clara, CA'",.,keywords
11/14/2020,I sense this is happening in Indiana too but the epidemic levels of Trumpness everywhere but like three urban andor university counties makes it hard to say I couldnt find correlation between Trump support and COVID19 here but adjusting for rurality may help,b'Tvbona',"b'Goshen, IN'",.,keywords
11/14/2020,Thread by HeidiCuda WEB OF DENIAL A deep dive into the American protests demanding an end to COVID19 lockdowns exposes the influence oers climate change deniers and conservative religious and political groupsScienceAlly,b'brimcmike',"b'Columbus, OH'",.,keywords
11/14/2020,Jets game day Scrimmage games against Central GA Tech and Middle GA Prep No spectators due to COVID19 restrictions but you can watch live on on their premium network Games are at 10AM 12PM amp 2PM GO JETS SGTCJets,b'SGTCJets',b'',.,keywords
11/14/2020,StevensonFWST your COVID19 report should contain the actual total test conducted along with the surge number If they did 1402 test and got 1402 positive test wow If they did 10000 test and got 1402 not so much wow,b'DonSmit3405',b'Dfw',.,keywords
11/14/2020,The most precious resource the US healthcare system has in the struggle against COVID19 isnt some miracle drug Its the expertise of its healthcare workersand they are exhausted Every person knows a a healthcare worker Be responsible for that person Please,b'rachwhitaker89',"b'Memphis, TN'",.,keywords
11/14/2020,EricTopol Instead of the covid19 epidemic leveling off and approaching horizontal it is asymptotically approaching vertical President Trump once toyed with the idea of letting it wash over the country Thats what Trump and his coronavirus task force have done,b'LarryBoorstein',"b'Virginia, USA'",.,keywords
11/14/2020,Tell Coach T that Sweetness said hes going to win this battle Hes a champion and COVID19 isnt going to take him down,b'ConorRevell',"b'Louisville, Kentucky'",.,keywords
11/14/2020,BREAKING The steelers activate QB Big Ben and 3 other players from the ReserveCOVID19 list KDKA,b'MeghanKDKA',"b'Pittsburgh, PA'",.,keywords
11/14/2020,Guggenheims Scott Minerd said Covid19 is accelerating out of control and the worst is yet to come,b'euanrellie',"b'New York, NY'",.,keywords
11/14/2020,Covid has shone a light on what happens when politics and medicine cohabitate Covid19 politicisation corruption and suppression of science,b'DrJenniferJack1',"b'Kansas, USA'",.,keywords
11/14/2020,JoeBiden Dear Jesus I pray to thee please bless Joe Biden and Kamala Harris with the strongest cases of COVID19 you can dish out to them America doesntneed them,b'SirDDAVIDD',"b'Auburn, AL'",.,keywords
11/14/2020,OurLadyofGuadalupeI am the merciful mother of all of youof all those who love me of those who cry to meHere I will hear their weeping their sorrow and will remedy amp alleviate all their multiple sufferings Mary here our prayer for those sick with COVID19,b'ChicagoPriest',"b'Chicago, IL'",.,keywords
11/14/2020,gotthatoudna I hope and pray its not COVID19,b'dyland1967',"b'Piedmont, Ok'",.,keywords
11/14/2020,Lets end 2020 on a POSITIVE note Its been a crappy year with COVID19 But here is a ray of sunshine and hope Help Bless those in need Anything helps Proud of you soulfullynat,b'MzSilk0731',b'',.,keywords
11/14/2020,BTW bedside manners of a brick of C4 Try to stay inside because of the overflow of COVID19 cases here Sometimes I feel like Im the Punchline of a Joke between God and Satan or other cosmic entities Look its Job and Rob Lets see how far we can push before,b'RomeoAlpha68',b'Earth',.,keywords
11/14/2020,But there is some hope Onondaga county opened new COVID19 testing sites and is offering free tests for bar and restaurant workers by appointment NCCNews B6641,b'SarahSalzmanTV',b'',.,keywords
11/14/2020,I just read Pfizers Covid19 vaccine requires storage at 70 C Good thing thats only slightly colder than Walgreens and CVS set their thermostats in winter,b'AccPharmacist',"b'Indio, CA'",.,keywords
11/14/2020,If the United States was super duper serious about getting COVID19 under control they would fund the vaccine fully so anyone and everyone could get it Just line up and get er done No checking for insurance etc,b'Davis_Schwartz',b'Kitchener ON & Dayton OH',.,keywords
11/14/2020,realDonaldTrump BrianKempGA staceyabrams Go ahead and waste your time on this Im sure my friends and relatives who all died of Covid19 really care about your bruised ego and father issues Oh wait they dont their dead,b'damiandrago',"b'Los Angeles, CA'",.,keywords
11/14/2020,Please be smart about this virus Our governor and many of his staff are quarantining after a positive case in the office It can happen to anyone Do your part to follow health guidelines that keep us all safe We all play a role in stopping the spread,b'GageNHV',"b'New Haven, CT'",.,keywords
11/14/2020,Out of an abundance of caution due to the recent surge of COVID19 cases the staff and board of Limen Recovery Wellness decided to cancel the LIVE portion of the Amethyst Ball The entire event will take place virtually and tickets are still on sale for 25,b'Limenhouseinc',"b'600 W. 10th St. Wilmington, DE'",.,keywords
11/14/2020,EdHull8 Ali Velshi just said on his morning program that there are people standing by to begin the war on COVID19 and the present administration needs to lead follow or get out of the way for you and your loved one,b'shugarsljo',"b'Pittsburgh, Pennsylvania '",.,keywords
11/14/2020,ASU cancelling its football game this week because too many of its players tested positive for COVID19 for them to be able to play and people wonder why I was against college football playing this autumn,b'MichiganMapper',b'',.,keywords
11/14/2020,A recent report from the CDC suggests disruptions to daily life during the pandemic anxiety about Covid19 and social isolation are all taking a toll on childrens mental health Call our Access Center at 18009633377 to learn more about services for children and families,b'OaksIntCare',"b'Mt. Holly, New Jersey'",.,keywords
11/14/2020,Virginias Community Colleges are issuing up to 3000 per student in vouchers to cover tuition and fees for a training program or a semester of classes Unemployed due to COVID19 You could qualify,b'HBdaBrand',b'Global',.,keywords
11/14/2020,GovernorTomWolf and PhillyMayor the hospitality industry needs support NOW,b'BenFileccia',"b'Philadelphia, PA'",.,keywords
11/14/2020,DOEChancellor while some adults are being irresponsible and spreading Covid19 we cant let that impact our kids and their education Keep our schools open The infection rate in school is extremely low,b'joelawright',"b'New York, USA'",.,keywords
11/14/2020,This very much this and we dont want their COVID 19 infected maskless bodies all over the city either,b'adamnlattimore',"b'Washington, DC'",.,keywords
11/14/2020,Researchers from the UK evaluated the average vitamin D levels and the number of COVID19 cases as well as the death rates across 20 European countries Countries with low average vitamin D levels in the population had more cases and deaths,b'JBS_Seattle',b'Seattle',.,keywords
11/14/2020,Thank you ACLAMO Norristown Team for the work you did in partnership with MontcoHealthPA and CATE to bring COVID19 testing and education to our community We also distributed information and masks to our community We are ACLAMO PAHealthDept ACLAMOHealth ACLAMOSalud,b'ACLAMOFamCenter',"b'Pennsylvania, USA'",.,keywords
11/14/2020,Free COVID19 testing this morning in Durham NC Currently no wait come through andor help spread the word,b'shannonjoyMD2b',"b'Chapel Hill, NC'",.,keywords
11/14/2020,How does low science literacy cause otherwise rational and competent people to misunderstand the threat of COVID19 and allow them to feel more comfortable with false data than with scientifically sound information COVID19 science ConspiracyTheory,b'TheDrROBO',"b'Atlanta, GA'",.,keywords
11/14/2020,Vitamin D protects against Covid19 and should be as prevalent as masks VitaminD,b'JBS_Seattle',b'Seattle',.,keywords
11/14/2020,In case your questioning The seriousness of COVID19 This is one of the patient parking lots at TTUHSC El Paso now looking like a combat medical unit please stay safe and well everyone,b'karinnmd',b'',.,keywords
11/14/2020,Hallmark Christmas movies ordered citron candies for Stollen bread Frangelico for Buche de Noel and new Andre Rieu holiday music COVID19 changes holiday a bit but doesnt cancel it Santa doesnt quit but dons a mask social distance washes hands amp likes cookies,b'NiseeMcD',"b'MI,CA,FL,MS,DC,FL,HI,FL,MI'",.,keywords
11/14/2020,Please watch this interview between our AJ FEP Coordinator and one of the mothers receiving additional support during Covid19 due to your generosity and love BetterTogether,b'addisjemari',b'',.,keywords
11/14/2020,Sometimes you just need to escape the house people and COVID19 by escaping to a waterfall and hanging out to recharge your batteries getoutside COVID19,b'RogerWDownes',"b'Asheville, NC'",.,keywords
11/14/2020,Hospitals in northeastern Minnesota are pleading with the public to wear a mask and avoid social gatherings as COVID19 cases surgeThis virus is spreading rapidly and if we dont act decisively it threatens to spiral out of control StaySafeMN,b'JustinCAyd',b'Minnesota',.,keywords
11/14/2020,CrothersJenni DrEricDing None Russia and Brazil are really bad Their rulers refuse to recognize COVID19 Putin did finally put in a mask order,b'lellingw',b'USA',.,keywords
11/14/2020,So covid is so dangerous that you have to be tested to see if you have it with no symptoms scam fear take your D3 and k2 and zinc and vitamin C it will even stop the flu Which is now covid 19 The great reset thats what this is,b'lh01542',b'',.,keywords
11/14/2020,LAUSD is offering all employees students and their families FREE Covid 19 testing today You MUST make an online appointments bring ID with you to the testing site covid19 covidtesting,b'RawComic',"b'Burbank, CA'",.,keywords
11/14/2020,Please help keep our wildlife rescue and rehabilitation programs funded while our traditional onsite donations are negatively affected by Covid 19 Consider ordering one of our 2021 Wildlife Calendars through Thank You,b'KeyWestWildlife',"b'Key West, Florida'",.,keywords
11/14/2020,As I write this my daughter is still imprisoned in a maximumsecurity prison in Fort Worth Texas She has been denied compassionate release and actually contracted COVID19 in July A prison guard congratulated her on her positive COVID19 test,b'bjwinnerdavis',b'',.,keywords
11/14/2020,4aof Someone taking the reins of government and tackling COVID19 response,b'TomsWorkbench',"b'Tampa Bay, FL'",.,keywords
11/14/2020,Today Get a free COVID19 test and information about healthcare plus food for families in need 10am4pm at Southeast Raleigh Magnet High School 2600 Rock Quarry Rd Raleigh,b'AdvanceCHC',"b'Raleigh, NC'",.,keywords
11/14/2020,WillRayValentin 12 Im a Brit some context Climate concerns in the UK have gone mainstream over the last decade oil production is set to decline and the country sees its economic future in all things green Source,b'Peter__Wood',"b'Houston, TX'",.,keywords
11/14/2020,brycetache Would it be fair for Trump to end up alone and in jail I think of those who have lost loved ones to COVID19 to all those who are sitting at home while loved ones are in the hospital all the essential workers who return home after work to sit alone in their pain Yes fair,b'markstrom_kris',"b'Maryland, USA'",.,keywords
11/14/2020,The vaccine hinders Covid19 from gaining access to our cells But even if the virus manages to find a way in then the Tcells bash it over the head and eliminate it We have trained the immune system very well to perfect these two defensive moves,b'WokeOldMan',b'JustMovedSomewhereElseInNC',.,keywords
11/14/2020,senatemajldr I am tweeting this to you in hopes that you have a soul COVID19 restrictions are starting again across the Country and for those of us in the service industry its going to be hard Please pass the HEROSAct so that millions dont go into deeper poverty,b'Derrrek_',"b'Charlottesville, VA'",.,keywords
11/14/2020,Sakina Halal Grill is an immigrant owned DC restaurant feeding amazing meals to both paying and nonpaying customers Theyre struggling big time because of COVID19 if you can help them continue to feed thousands of homeless a year please donate here,b'BrookeEHarding',b'',.,keywords
11/14/2020,JimFrmSouderton mikebaker1627 MikeMiss25 Cuomo was saying he would delayvet any vaccine as far back as September and doubled down on his comment on his appearance on GMA this week Here is the article from September,b'dowsikjr',"b'Downingtown, PA'",.,keywords
11/14/2020,With a Presidential election behind us compounded by continual surges of coronavirus we are a tired country stressed and outright exhausted At this moment American business finds itself in a fragile position WriteInclusion BeyondTheLabel,b'jkaufmanconsult',b'New York City',.,keywords
11/14/2020,POP QUIZComplete the following sentenceWe must work hard and follow all the regulations and laws to get the cases down to zero for a COVID19 orb voter fraud,b'PHCommando',"b'Washington, DC'",.,keywords
11/14/2020,With a Presidential election behind us compounded by continual surges of coronavirus we are a tired country stressed and outright exhausted At this moment American business finds itself in a fragile position,b'jkaufmanconsult',b'New York City',.,keywords
11/14/2020,This isnt March people The vaccine is here 99 recovery rate multiple treatments available Get with your family and celebrate life WE MUST STOP HIDING FROM THIS,b'rkastenwilson',b'Pennsylvania',.,keywords
11/14/2020,GovMLG 5141quid NMDOH realDonaldTrump JoeBiden We All Need To Follow the Leaders Now If You Dont Want COVID19 OR TO DIE FROM IT We CANNOT STRESS This Enough People Please Value Yourself and Your Loved 1s They Will Plant You In The Ground and Live on Hopefully Biden bring us home,b'Lauramacd1',"b'Florida, USA'",.,keywords
11/14/2020,TalbertSwan Pfizer is not even part of Operation Warp Speed He is such a liar and always wants to take credit for the good things he has put zero work in He killed 260k people and the United States should have a class action against him,b'conchitaleef',"b'Beverly Hills, California'",.,keywords
11/14/2020,BillMoyers 5141quid Just makes us scratch our heads People choose to live in a bubble and never seek truth amp information from what they want to know Hence COVID19 STRIKES EVERYWHERE These Trumpy fans Believe what their President tells them is true past Pres did 4 yrs ago did Not here,b'Lauramacd1',"b'Florida, USA'",.,keywords
11/14/2020,realDonaldTrump The issue is you failed the American people with your lack of leadership skills as it pertains to COVID 19 Your actions now are premeditated as you want the Biden administration to fail Karma will get you It will start pretty soon and the whole world will see,b'Loraine58245349',"b'Fort Wayne, IN'",.,keywords
11/14/2020,Im sure youre sick of listening and seeing my ugly mug on tv I know I am But as long as they keep showing up to ask our opinion well keep giving it and fighting for our livelihoods threeslovesyou,b'threesabovehigh',b'2203 north high st',.,keywords
11/14/2020,Showing support for my alma mater this month and got this fine mask support mask covid19 covid alumni emersoncollege beachhaus pointshirleymafia saturday nofilter,b'zrayburton',"b'Boston, MA'",.,keywords
11/14/2020,Existence in the USA in the age of COVID19 is a cycle of boredom fear and violence This was written long ago to describe another place and time all j she was the the place and time and sadly it was a perfect fit,b'Eltraketero',b'In The Purple Clouds',.,keywords
11/14/2020,Join the fight against COVID19 Download the MI COVID Alert app to be able to receive notifications if another app user you have been nearby goes on to test positive for COVID19 and be able to notify others if you test positive,b'GremlinSix',"b'Woodhaven, MI'",.,keywords
11/14/2020,Hospitals have put their pandemic plans into action adding more beds and creating makeshift COVID19 wards But in the hardesthit areas there are simply not enough doctors nurses and other specialists to staff those beds,b'danielrubin',b'Philly',.,keywords
11/14/2020,Free Insurance Quote The Latest AC Milan coach Pioli tests positive for COVID19 Call 2703609600,b'Insure_Kentucky',"b'Elizabethtown, Kentucky'",.,keywords
11/14/2020,jackieaprilesr alexismadrigal hblodget source Making up numbers is not part of debating you mook Again theres a flu vaccine so case mortality is the only valid comparison to Covid19 and its 30x,b'adamheimlich',"b'Park Slope, Brooklyn'",.,keywords
